code,year,ind,Audit_firm,Auditor,Kam_num,Ind_spec,Length_1,Specificity1_1,Specificity2,Similarity,Big4,Big8,Audit_tenure,Audit_spec1,Gender,Auditor_tenure,Auditor_spec1,Partner,Ccp,Degree,Rep,Major,License,Roa,Bm,Quick,Leverage,Recvinv,Otherrec,Size,Growth,Loss,Age,Cfo,Audittype,Audit_spec2,Auditor_spec2,Length_2,Specificity1_2
600884,2018,C38,立信,施丹华,2,2,7.0501225,4.0775374,0.05117086,0.76227022,0,1,10,1,1,8,1,0,0,1,0,0,1,0.053203,1.61648,0.898782,0.465974,0.21985694,0.00946062,23.878086,0.07047688,0,22,0.02304685,1,1,0,6.3569753,3.3843903
600885,2017,C38,大华,毛英莉,2,2,7.0492548,4.4426513,0.07378472,0.73218889,0,1,6,1,1,18,1,1,0,1,0,0,1,0.125282,0.347338,1.3497,0.309942,0.36320167,0.00601095,22.757202,0.18443651,0,21,0.08507276,1,0,1,6.3561077,3.7495041
600885,2018,C38,大华,毛英莉,2,2,7.0758089,4.2046926,0.05663567,0.75551364,0,1,7,1,1,19,1,1,0,1,0,0,1,0.108006,0.5292,1.30085,0.327523,0.35799382,0.00547596,22.908364,0.14278073,0,22,0.09306328,1,0,1,6.3826617,3.5115454
600886,2018,D44,立信,闫保瑞,2,0,6.7833252,4.6051702,0.11325028,0.37566667,0,1,7,1,0,6,1,0,0,1,0,0,1,0.037954,4.04024,0.450993,0.68201,0.03058462,0.00045667,26.120106,0.29597107,0,22,0.08707795,1,0,1,6.090178,3.912023
600887,2018,C14,大华,刘广,1,1,6.3332796,3.6888795,0.07104796,0.77366667,0,1,8,1,0,4,1,0,1,1,0,0,1,0.135528,0.342324,0.988391,0.411059,0.13880755,0.00324662,24.586229,0.16919868,0,22,0.18116907,1,1,1,6.3332796,3.6888795
600888,2018,C39,立信,郁秀丽,2,1,7.3846104,4.4543473,0.05338299,0.37836184,0,1,1,1,1,13,0,0,0,0,0,1,1,0.017709,2.89394,0.860364,0.649527,0.11431767,0.00362145,23.067467,-0.18899865,0,22,0.05230068,1,1,0,6.6914632,3.7612001
600891,2017,C41,大信,郭东星,2,1,6.9754139,4.6051702,0.09345794,0.37425,0,1,1,1,0,15,1,1,0,1,1,1,1,0.028256,1.22938,0.889649,0.473212,0.70712331,0.02925044,22.478617,0.07174523,0,21,-0.15271617,1,1,0,6.2822667,3.912023
600892,2017,I65,瑞华,黄少琴,2,1,7.5427435,4.7184989,0.05935347,0.73916667,0,1,3,1,1,2,0,0,0,1,0,0,1,0.108173,0.532629,1.38036,0.283402,0.1169394,0.04831263,21.750072,-0.1174553,0,21,0.0195317,1,0,0,6.8495964,4.0253517
600892,2018,I65,瑞华,郭跃烽,2,1,7.2861917,4.4543473,0.05890411,0.75671667,0,1,4,1,0,2,0,0,0,1,0,0,1,-0.340778,0.283028,1.78513,0.353589,0.23039055,0.04012299,21.02621,-0.36236386,1,22,-0.02454538,1,0,0,6.5930445,3.7612001
600893,2017,C37,立信,宋保军,2,1,6.82546,4.7957905,0.13137894,0.74821667,0,1,1,1,0,16,1,0,0,0,0,0,1,0.018097,0.85369,0.619264,0.422496,0.38222442,0.0033581,24.668438,0.01520066,0,21,0.01881763,1,1,0,6.1323129,4.1026434
600893,2018,C37,立信,潘璠,2,1,6.6385678,4.2341065,0.09031414,0.74003333,0,1,2,1,0,1,1,0,0,1,0,0,1,0.020252,1.0949,0.573196,0.429213,0.41972372,0.00367233,24.703023,0.02425279,0,22,0.02261074,1,1,0,5.9454206,3.5409593
600894,2017,C34,信永中和,韦宗玉,3,1,7.3045159,5.3082677,0.13584398,0.73288889,0,1,1,1,1,14,0,1,0,1,1,1,1,0.045383,1.14407,1.60669,0.235875,0.18658915,0.00644375,22.942352,0.01715872,0,21,0.04616615,1,0,0,6.2059037,4.2096554
600894,2018,C34,信永中和,文娜杰,4,1,7.6207051,5.5451774,0.1254902,0.55590476,0,1,2,1,1,11,0,0,0,1,0,1,1,0.014235,2.06509,1.52371,0.261236,0.21534034,0.00881271,22.993172,0.13605243,0,22,0.02830411,1,0,0,6.2344107,4.1588831
600896,2018,Q83,天职国际,薛建兵,3,2,7.4199799,5.1119878,0.09946075,0.55733333,0,1,10,0,0,4,0,0,0,1,0,0,1,0.051303,0.701274,0.355024,0.212188,0.01426326,0.01203674,21.555186,0.20266232,0,22,-0.03077193,1,0,0,6.3213676,4.0133755
600898,2017,C39,大华,段岩峰,2,0,7.1944369,4.9836066,0.10960961,0.40424444,0,1,2,1,0,3,1,0,0,1,0,0,1,0.000056,1.02457,0.828003,0.82441,0.4579853,0.00367133,21.847829,0.91168719,0,21,-0.03378335,1,1,1,6.5012897,4.2904594
600898,2018,C39,大华,朴仁花,2,0,7.0925737,5.1817836,0.14796342,0.78013736,0,1,3,1,1,12,0,1,0,1,0,1,1,-0.218932,1.34019,0.614016,0.885828,0.45120008,0.03306475,21.726743,0.19965564,1,22,-0.14294214,1,1,0,6.3994265,4.4886364
600903,2018,D45,立信,鲍海波,2,1,6.7707894,3.7841896,0.05045872,0.71235,0,1,2,1,0,1,1,0,0,1,0,0,1,0.020604,0.47747,0.369211,0.657143,0.13182707,0.00644285,22.826248,0.29752407,0,1,0.0488102,1,1,0,6.0776422,3.0910425
600917,2018,D45,信永中和,阳伟,2,1,6.499787,4.3040651,0.1112782,0.348,0,1,5,1,0,13,0,0,0,0,1,0,1,0.044085,0.753861,1.05029,0.483032,0.03361933,0.00748996,22.845745,0.11507446,0,4,0.06130725,1,0,0,5.8066399,3.6109179
600933,2018,C36,瑞华,张琦,2,1,6.8112444,4.7874917,0.13215859,0.76410714,0,1,2,1,1,6,0,0,0,1,0,0,1,0.097752,0.745441,4.39737,0.200827,0.22524788,0.01058149,22.303426,0.15306517,0,1,0.09642699,1,0,0,6.1180972,4.0943446
600936,2018,I63,瑞华,杨宏,2,1,7.5310163,4.8978398,0.07184987,0.8385,0,1,3,0,0,16,0,1,0,1,0,1,1,0.014686,1.35294,0.635067,0.562964,0.09662594,0.00543453,22.85807,-0.10266103,0,2,0.05641691,1,0,0,6.8378692,4.2046926
600961,2017,C32,天职国际,肖金文,2,1,6.8783265,4.4188406,0.08547889,0.761,0,1,9,1,0,7,1,0,0,0,0,1,1,0.010002,1.29375,0.242438,0.885828,0.2988374,0.0107006,22.484716,0.08762876,0,13,0.05757118,1,0,0,6.1851793,3.7256934
600961,2018,C32,天职国际,肖金文,3,1,7.4229713,4.4886364,0.05316607,0.49444444,0,1,10,1,0,8,1,0,0,0,0,1,1,-0.274636,1.496,0.613324,0.885828,0.26993535,0.02528501,22.505271,-0.05714354,1,14,0.11479474,1,0,0,6.324359,3.3900241
600963,2017,C22,大信,冯建林,4,1,7.6511202,5.2470241,0.09034712,0.20916667,0,1,2,0,0,10,1,0,0,1,0,1,1,0.022521,1.718,0.5689,0.491252,0.41474452,0.06180781,23.460255,0.28033556,0,13,0.07144718,1,0,0,6.2648258,3.8607297
600966,2017,C22,中汇,王玉霜,2,1,7.0917421,4.2341065,0.05740433,0.3885,0,0,2,0,1,8,1,0,0,1,0,0,1,0.065474,1.66427,0.558881,0.628069,0.18928329,0.00606363,23.314723,0.14860334,0,13,0.09635603,1,0,1,6.3985949,3.5409593
600966,2018,C22,中汇,罗晓冬,2,1,7.0925737,3.988984,0.04488778,0.3685,0,0,3,0,0,3,0,0,0,1,1,1,1,0.013847,4.40439,0.493142,0.722078,0.14437604,0.01266056,23.640401,-0.06871932,0,14,0.05804381,1,0,0,6.3994265,3.2958369
600967,2017,C37,大华,周金茹,2,1,7.0317413,4.8751973,0.11572438,0.724,0,1,7,0,1,1,1,0,0,1,0,0,1,0.028962,0.892669,1.18521,0.567094,0.13847079,0.00142429,23.623302,0.18962095,0,13,0.09737337,1,0,0,6.3385941,4.1820501
600967,2018,C37,大华,周金茹,1,1,6.4035742,3.4339872,0.0513245,0.72,0,1,8,0,1,2,1,0,0,1,0,0,1,0.026411,1.1569,1.17915,0.581187,0.14301389,0.00070575,23.735328,0.02502289,0,14,0.07885426,1,0,0,6.4035742,3.4339872
600969,2018,D44,天职国际,曾春卫,2,0,6.8793558,4.1431347,0.06481481,0.37266667,0,1,10,0,0,10,1,0,0,0,0,1,1,0.008575,5.88603,1.31599,0.711474,0.01806545,0.01816143,23.281756,0.08788555,0,14,0.05775939,1,0,0,6.1862086,3.4499875
600971,2017,B06,立信,林雯英,2,1,7.2619271,5.0039463,0.1045614,0.3905,0,1,9,1,1,7,1,0,0,1,0,0,1,0.077937,1.36583,1.27449,0.505721,0.03327381,0.00548072,23.379722,0.41304081,0,13,0.19338317,1,1,0,6.5687799,4.3107991
600971,2018,B06,立信,王法亮,2,1,6.7707894,4.6913479,0.125,0.39083333,0,1,10,1,0,11,0,0,1,1,0,0,1,0.084643,2.56678,1.44415,0.449692,0.02976092,0.00972646,23.394031,-0.09728104,0,14,0.16448438,1,1,0,6.0776422,3.9982007
600973,2018,C38,中审众环,侯书涛,2,1,6.8211075,4.4773368,0.0959651,0.76716667,0,0,3,0,0,4,0,0,0,1,0,0,1,0.008805,3.76581,0.915995,0.717753,0.36813698,0.02212677,23.536283,0.55546609,0,14,-0.04989339,1,0,0,6.1279603,3.7841896
600976,2017,F52,中审众环,刘起德,2,1,6.7968237,4.4067192,0.09162011,0.3643,0,0,3,1,0,8,0,1,0,0,0,0,1,0.047523,0.532859,1.48408,0.424451,0.35192253,0.01290161,21.377753,0.14716616,0,13,0.01829227,1,0,0,6.1036765,3.7135721
600976,2018,F52,中审众环,吴玉妹,2,0,6.8532991,4.2484952,0.07391763,0.383,0,0,4,1,1,4,0,0,0,0,0,0,1,0.047207,0.786194,1.67048,0.335104,0.27404703,0.00469525,21.266858,-0.2028492,0,14,0.03692886,1,0,0,6.1601519,3.5553481
600977,2018,R86,致同,周玉薇,3,2,7.6078781,4.7004804,0.05461768,0.285,0,1,3,1,1,9,0,0,0,0,0,0,1,0.09927,0.611064,2.70247,0.264512,0.2000865,0.0107438,23.516702,0.00552744,0,2,0.03448137,1,0,0,6.5092658,3.6018681
600978,2017,C21,广东正中珠江,冯军,2,1,6.9716686,4.0943446,0.05628518,0.75216667,0,0,9,1,0,12,1,0,1,1,0,1,1,0.04479,1.23227,1.17942,0.522411,0.27663116,0.00286749,23.538762,0.4072502,0,13,0.07829308,1,0,1,6.2785214,3.4011974
600978,2018,C21,广东正中珠江,王韶华,4,1,7.6449193,4.5538769,0.04545455,0.3745,0,0,10,1,0,23,1,1,0,1,0,1,1,0.021594,2.93702,0.937479,0.531639,0.32222505,0.00223894,23.605629,-0.0772614,0,14,0.01264489,1,0,1,6.258625,3.1675825
600979,2017,D44,瑞华,张卓,2,0,6.9810057,4.6443909,0.09665428,0.35705,0,1,5,1,0,17,0,1,0,0,1,0,1,0.036443,1.501,0.978571,0.518554,0.0412498,0.00375315,22.756713,0.095487,0,13,0.09875387,1,1,0,6.2878586,3.9512437
600979,2018,D44,瑞华,袁小伟,2,0,7.0501225,4.5538769,0.08239376,0.3567,0,1,6,1,0,4,0,0,0,1,0,0,1,0.031223,2.09653,0.783745,0.512254,0.05084056,0.00398157,22.796332,0.05378175,0,14,0.05637461,1,1,0,6.3569753,3.8607297
600980,2018,C39,瑞华,刘强,2,1,6.8997231,4.4426513,0.08568548,0.75100831,0,1,5,1,0,0,0,0,0,0,0,0,1,0.044311,0.513027,2.25028,0.24467,0.3705781,0.00514603,20.454706,0.08305336,0,14,0.00663678,1,0,0,6.2065759,3.7495041
600981,2018,F51,信永中和,沙曙东,2,0,6.8079349,4.2626799,0.07845304,0.362,0,1,4,1,1,23,1,0,0,0,1,1,1,0.048872,3.2412,0.798961,0.760052,0.24018513,0.01415795,24.025856,0.05933221,0,14,0.0127086,1,0,1,6.1147878,3.5695327
600983,2018,C38,安永华明,谈朝晖,4,1,7.5755847,4.3567088,0.04,0.189,1,0,4,0,0,18,1,1,0,1,1,0,1,0.031568,2.05741,1.08606,0.503796,0.27191524,0.00613002,22.838846,-0.01232835,0,14,-0.00364406,1,0,0,6.1892903,2.9704145
600984,2017,C35,希格玛,俞鹏,2,1,6.8373328,4.4067192,0.08798283,0.3945,0,0,9,0,0,9,1,0,0,1,0,0,1,0.003614,1.5948,0.907786,0.505914,0.30490599,0.00931684,22.598079,0.32974686,0,13,0.00688888,1,0,1,6.1441856,3.7135721
600984,2018,C35,希格玛,俞鹏,2,1,6.9893353,4.2626799,0.06543779,0.6965,0,0,10,0,0,10,1,0,0,1,0,0,1,0.019333,1.88933,0.792011,0.574412,0.27784753,0.00716387,22.793838,0.21765046,0,14,0.03917318,1,0,1,6.2961881,3.5695327
600987,2017,C17,天健,徐银,2,1,7.4103471,4.5108595,0.05505142,0.35723333,0,1,9,1,1,7,1,0,0,1,0,0,1,0.147613,0.676925,3.23836,0.179841,0.08776199,0.00097028,22.302461,1.1770059,0,13,0.15587723,1,1,1,6.7171999,3.8177123
600987,2018,C17,天健,徐银,3,1,7.9452011,5.2094862,0.06484763,0.49336508,0,1,10,1,1,8,1,0,0,1,0,0,1,0.122111,1.07335,1.89339,0.267686,0.21540139,0.00159258,22.601897,0.08463753,0,14,0.15202974,1,1,1,6.8465888,4.1108739
600992,2018,C33,致同,刘志永,2,1,6.946976,4.3694479,0.07596154,0.428,0,1,2,0,0,20,0,0,0,0,0,0,1,0.010546,1.43181,1.32933,0.426595,0.25571599,0.00240312,21.61049,0.14495862,0,14,0.09512543,1,0,0,6.2538288,3.6763007
600998,2017,F51,中审众环,夏才渠,3,1,7.5903469,5.4722707,0.12026276,0.49266667,0,0,3,1,0,6,1,0,0,0,0,0,1,0.028299,1.46184,1.01918,0.624627,0.50508007,0.08153369,24.675439,0.20121329,0,7,-0.01944433,1,0,0,6.4917347,4.3736584
600998,2018,F51,中审众环,马玲,2,1,7.1292975,4.7874917,0.09615385,0.73698333,0,0,4,1,1,4,1,0,0,1,0,0,1,0.02072,2.43213,0.975131,0.694305,0.51904134,0.06589724,24.923085,0.17842775,0,8,0.01832826,1,0,0,6.4361504,4.0943446
601000,2017,G55,信永中和,王勇,2,0,6.8134446,4.8362819,0.13846154,0.3475,0,1,8,1,0,22,0,1,0,1,0,1,1,0.069803,1.02777,1.18528,0.280176,0.04213532,0.0028127,23.817317,0.35293098,0,7,0.07228209,1,1,0,6.1202974,4.1431347
601000,2018,G55,信永中和,杨行芳,2,1,7.0842264,4.3438054,0.06454317,0.69446667,0,1,9,1,1,14,0,0,0,0,0,0,1,0.066026,1.6517,1.29536,0.268531,0.0582904,0.00214695,23.871506,0.33182932,0,8,0.0730211,1,1,0,6.3910792,3.6506582
601001,2017,B06,立信,于玮,2,1,6.8543545,4.4308168,0.08860759,0.3905,0,1,2,1,0,18,1,0,0,1,1,1,1,0.05124,2.66094,1.09655,0.576032,0.06534009,0.00103587,24.017039,0.23966441,0,11,0.11068868,1,1,1,6.1612073,3.7376696
601001,2018,B06,立信,于玮,2,1,6.8885725,4.6821312,0.11009174,0.39083333,0,1,3,1,0,19,1,0,0,1,1,1,1,0.046399,3.5495,0.768899,0.610102,0.05202256,0.00366769,23.956722,0.22871113,0,12,0.1390943,1,1,1,6.1954253,3.988984
601002,2017,C34,天健,郑俭,2,1,6.8648478,4.6249728,0.10647182,0.74878139,0,1,9,1,1,9,1,0,1,1,0,0,1,0.037949,0.522917,1.27458,0.391254,0.51038015,0.00082339,22.215654,0.29875978,0,10,0.025605,1,1,0,6.1717006,3.9318256
601002,2018,C34,天健,张林,2,1,7.1808312,4.6443909,0.07914764,0.83486138,0,1,10,1,0,10,1,0,0,1,0,1,1,0.040565,1.11845,1.2417,0.405239,0.55745217,0.00121439,22.279983,0.17000609,0,11,0.07195872,1,1,0,6.487684,3.9512437
601003,2018,C31,中审华,缪有芳,1,1,6.324359,3.8501476,0.08422939,0.756,0,0,3,0,1,16,0,0,0,0,0,1,1,0.184751,1.48186,0.795328,0.578026,0.21473448,0.00032999,23.940174,0.13942098,0,11,0.21659602,1,0,0,6.324359,3.8501476
601010,2017,F52,信永中和,王庆涛,2,1,6.7178047,4.4543473,0.10399033,0.4105,0,1,7,1,0,13,1,0,0,0,0,1,1,0.046171,0.869449,0.467574,0.331803,0.14818439,0.01016673,22.596192,-0.0072535,0,6,0.10098561,1,1,1,6.0246575,3.7612001
601010,2018,F52,信永中和,田希伦,2,1,6.7031881,4.2766661,0.08834356,0.36633333,0,1,8,1,0,9,0,0,0,0,0,1,1,0.038444,1.17527,0.525834,0.285671,0.12932606,0.00931078,22.563579,-0.05208338,0,7,0.08308009,1,1,0,6.0100409,3.5835189
601011,2018,C25,中审众环,隋国君,2,1,6.9966815,4.6913479,0.09972553,0.368,0,0,2,0,0,12,0,0,0,0,0,0,1,0.030416,1.23237,0.367084,0.378119,0.14225696,0.0073599,23.113795,0.21280208,0,7,0.03953064,1,0,0,6.3035343,3.9982007
601012,2017,C30,瑞华,韩信,2,1,7.3145528,5.1817836,0.11850866,0.7264,0,1,5,0,0,3,1,0,0,1,0,0,1,0.107938,0.452563,1.34091,0.566833,0.19177166,0.00897546,24.216243,0.41903968,0,5,0.03776675,1,0,1,6.6214057,4.4886364
601012,2018,C30,瑞华,韩信,2,1,6.997596,4.8903491,0.12157221,0.74208333,0,1,6,0,0,4,1,0,0,1,0,0,1,0.064717,0.814838,1.25136,0.575767,0.21798665,0.01803444,24.40359,0.3437986,0,6,0.02958381,1,0,1,6.3044488,4.1972019
601015,2017,C25,致同,赵雷励,2,0,6.8232861,4.4426513,0.09249184,0.43383333,0,1,4,1,0,10,1,0,0,1,1,1,1,0.022608,1.07234,0.946752,0.490031,0.07278429,0.00022899,23.363877,0.72413323,0,3,0.04829946,1,1,0,6.1301389,3.7495041
601015,2018,C25,致同,赵雷励,2,0,6.6858609,3.8501476,0.05867665,0.79383333,0,1,5,1,0,11,1,0,0,1,1,1,1,0.031317,2.1812,0.925549,0.478645,0.11206648,0.00715066,23.398821,0.09274581,0,4,0.03244789,1,1,0,5.9927138,3.1570004
601019,2018,R85,瑞华,孙晓琳,2,1,6.9324479,4.7361984,0.11121951,0.77533333,0,1,2,1,0,19,1,1,0,1,0,0,1,0.101132,0.894155,2.5059,0.338569,0.20255434,0.00651559,23.403754,0.0505449,0,1,0.10397578,1,1,1,6.2393007,4.0430513
601021,2017,G56,普华永道中天,刘玉玉,1,1,6.324359,3.7135721,0.0734767,0.773,1,0,4,1,1,9,1,0,1,1,1,0,1,0.061235,0.690485,1.19839,0.589179,0.01426326,0.08162243,23.748675,0.30146681,0,2,0.11171949,1,1,0,6.324359,3.7135721
601021,2018,G56,普华永道中天,刘玉玉,1,1,6.2971093,3.2580965,0.04788214,0.74133333,1,0,5,1,1,10,1,0,1,1,1,0,1,0.05655,0.911161,1.30005,0.498608,0.01426326,0.12877169,24.003252,0.1953816,0,3,0.10896524,1,1,0,6.2971093,3.2580965
601038,2016,C35,信永中和,宋刚,1,1,6.4377516,4.3567088,0.1248,0.71766667,0,1,3,1,0,12,1,0,0,0,0,1,1,0.017099,1.17389,1.10129,0.58339,0.12785478,0.00794264,23.304279,-0.06584398,0,4,0.15844764,1,0,0,6.4377516,4.3567088
601038,2017,C35,大华,林海艳,3,2,7.133296,4.6821312,0.08619314,0.75128307,0,1,1,1,1,16,1,0,0,1,1,0,1,0.002674,1.71115,0.935694,0.614332,0.17060238,0.00875186,23.369637,-0.16900046,0,5,-0.03944713,1,0,1,6.0346837,3.5835189
601038,2018,C35,大华,林海艳,2,1,6.7821921,4.1431347,0.07142857,0.7325,0,1,2,1,1,17,1,0,0,1,1,0,1,-0.103873,2.74267,0.849496,0.645676,0.13972736,0.00500284,23.298983,-0.23247539,1,6,-0.02925236,1,0,1,6.0890449,3.4499875
601088,2017,B06,德勤华永,于春晖,1,0,6.3117348,3.6109179,0.06715064,0.792,1,0,5,1,1,7,1,0,0,1,1,0,1,0.095305,1.23062,1.04393,0.339427,0.04402212,0.00482434,26.16438,0.3583251,0,10,0.16777989,1,1,1,6.3117348,3.6109179
601088,2018,B06,德勤华永,于春晖,1,0,6.3099183,3.5835189,0.06545455,0.76633333,1,0,6,1,1,8,1,0,0,1,1,0,1,0.092026,1.64393,1.81008,0.311268,0.03142673,0.0048992,26.16438,0.06172964,0,11,0.15027612,1,1,1,6.3099183,3.5835189
601098,2017,R85,瑞华,刘艳洁,2,0,7.3271233,5.6021188,0.16119403,0.36935,0,1,5,1,1,4,1,0,0,0,0,1,1,0.081992,0.788641,2.78248,0.291878,0.13052158,0.01230512,23.702553,-0.06703763,0,7,0.10016082,1,1,1,6.6339761,4.9089716
601098,2018,R85,瑞华,孙莹,2,0,7.3132204,5.6058021,0.16119403,0.83483333,0,1,6,1,1,2,1,0,0,1,0,1,1,0.067668,0.902452,2.71852,0.300385,0.13294379,0.01917403,23.731917,-0.07572544,0,8,0.06261535,1,1,0,6.6200732,4.9126549
601101,2017,B06,瑞华,李岩,2,1,6.9893353,4.8202816,0.11428571,0.38583333,0,1,5,1,1,20,1,1,1,1,1,0,1,0.035287,2.11075,0.849852,0.423358,0.03215566,0.00116241,23.744492,0.09257072,0,7,0.08620784,1,0,0,6.2961881,4.1271344
601101,2018,B06,瑞华,宋仁民,2,1,7.052721,4.5951199,0.08564014,0.39833333,0,1,6,1,0,9,0,0,0,1,1,1,1,0.039686,2.88437,1.48123,0.388239,0.0224977,0.00310876,23.758316,0.04208683,0,8,0.11238594,1,0,0,6.3595739,3.9019727
601106,2017,C35,中审众环,闫丙旗,2,1,6.7945866,4.5849675,0.10974244,0.74358333,0,0,2,0,0,22,0,1,0,0,0,1,1,0.002263,1.29109,1.10144,0.672984,0.39598464,0.00635549,24.231209,2.0552244,0,7,0.0294621,1,0,0,6.1014394,3.8918203
601106,2018,C35,中审众环,李锋勤,3,1,7.226936,4.7273878,0.08212209,0.50688889,0,0,3,0,1,12,0,0,0,0,0,1,1,0.001939,1.85946,1.17297,0.675667,0.36056513,0.01475775,24.251017,0.02531825,0,8,0.02010253,1,0,0,6.1283237,3.6287755
601107,2017,G54,信永中和,陈芳芳,3,0,7.7790486,5.0751738,0.06694561,0.241,0,1,9,1,1,17,1,0,0,1,1,1,1,0.028261,2.72118,0.745532,0.58335,0.06007814,0.00661006,24.257966,-0.03405824,0,8,0.0519207,1,1,1,6.6804364,3.9765615
601107,2018,G54,信永中和,陈芳芳,2,0,7.3304052,4.8978398,0.08781127,0.371,0,1,10,1,1,18,1,0,0,1,1,1,1,0.024881,3.40196,1.05895,0.588872,0.05584653,0.0034031,24.31243,-0.25241166,0,9,0.07235773,1,1,1,6.637258,4.2046926
601113,2017,C28,立信,范丽珠,2,1,6.6895993,4.4067192,0.10199005,0.38733333,0,1,7,1,1,0,0,0,0,1,0,1,1,0.021873,0.40299,1.42351,0.399814,0.15209994,0.00567236,22.294813,0.32236948,0,6,0.03863256,1,1,0,5.9964521,3.7135721
601116,2017,F52,毕马威华振,章晨伟,3,1,7.8663389,4.7449321,0.04409509,0.27566667,1,0,4,0,0,8,0,1,0,1,0,1,1,0.039308,0.32392,1.09873,0.408079,0.10970405,0.01097697,21.74025,-0.07961377,0,6,0.11104426,1,0,0,6.7677266,3.6463198
601116,2018,F52,毕马威华振,张晓磊,3,1,7.8524391,4.0943446,0.02885408,0.27566667,1,0,5,0,0,9,0,1,0,1,0,0,1,0.025148,0.752441,2.1908,0.29777,0.07477761,0.0173255,22.213531,0.09636915,0,7,0.07224744,1,0,0,6.7538268,2.9957323
601117,2017,E48,立信,闫印朝,2,2,7.0003345,4.0430513,0.05195989,0.74926532,0,1,2,1,0,5,1,0,0,1,0,0,1,0.018246,2.62724,1.10018,0.650689,0.36705255,0.02624685,25.194691,0.10354392,0,7,0.03298707,1,1,1,6.3071873,3.3499041
601117,2018,E48,立信,郭顺玺,2,2,7.0396603,3.3672958,0.02885408,0.76388462,0,1,3,1,0,10,1,0,1,1,0,0,1,0.021439,3.66942,1.14,0.639069,0.31893401,0.03396607,25.298211,0.39053257,0,8,0.0505987,1,1,0,6.3465132,2.6741486
601118,2017,A01,中审众环,崔秀荣,3,1,7.2506355,4.8202816,0.08800568,0.25644444,0,0,3,1,1,3,1,0,0,1,0,1,1,-0.020663,0.612714,0.603561,0.405183,0.15120136,0.0150677,23.316144,0.21875901,1,6,-0.00576291,1,0,1,6.1520232,3.7216693
601118,2018,A01,中审众环,崔秀荣,3,1,7.140453,4.6821312,0.08557845,0.231,0,0,4,1,1,4,1,0,0,1,0,1,1,0.014832,0.777154,1.31151,0.329883,0.12017391,0.03385428,23.426821,-0.37564047,0,7,0.03719263,1,0,1,6.0418408,3.5835189
601126,2017,C38,北京中证天通,丁鹏,2,2,7.0066952,4.5538769,0.08605072,0.376,0,0,4,0,0,4,1,1,0,1,1,1,1,0.041798,0.865133,2.2298,0.282267,0.61657184,0.01170683,22.429544,0.01376126,0,7,0.07469425,1,0,0,6.313548,3.8607297
601126,2018,C38,北京中证天通,易厚震,2,2,7.0184018,4.5108595,0.08146822,0.362,0,0,5,0,0,4,0,0,0,1,0,0,1,0.035677,1.3599,2.22809,0.297762,0.61375862,0.03935788,22.451139,0.1088105,0,8,0.09224062,1,0,0,6.3252546,3.8177123
601137,2017,C32,天健,陈思,2,1,7.1936858,4.8283137,0.09391435,0.38433333,0,1,8,1,1,6,0,0,1,1,0,0,1,0.061778,0.697668,1.08989,0.34117,0.32108518,0.0153677,22.34088,0.35711514,0,6,0.07839963,1,1,0,6.5005386,4.1351666
601137,2018,C32,天健,沈佳盈,2,1,7.1861443,4.5538769,0.07191522,0.38895,0,1,9,1,1,15,0,1,0,1,1,0,1,0.064228,1.26187,0.942321,0.349884,0.30665326,0.01035849,22.409261,0.05331323,0,7,0.12858874,1,1,0,6.4929971,3.8607297
601155,2017,K70,普华永道中天,曹志斌,3,0,7.6934816,5.6489742,0.12944394,0.511,1,0,3,1,0,5,1,0,0,0,0,0,1,0.034111,2.77341,0.500276,0.858431,0.41654884,0.14229943,25.935628,0.44893545,0,2,-0.05713145,1,0,0,6.5948694,4.5503619
601155,2018,K70,普华永道中天,王凯,3,1,7.6563372,5.42495,0.10737938,0.51233333,1,0,4,1,0,5,1,0,0,1,0,0,1,0.036961,6.17859,0.526193,0.845734,0.44136232,0.13721918,26.16438,0.33577782,0,3,0.01155552,1,0,1,6.5577249,4.3263377
601163,2017,C29,瑞华,李荣坤,2,0,6.7776466,4.3438054,0.08769932,0.35840476,0,1,2,0,0,14,0,1,0,1,0,0,1,0.033187,0.894644,1.70361,0.451019,0.16205257,0.00081035,23.403347,0.18046253,0,1,0.0396532,1,0,0,6.0844994,3.6506582
601163,2018,C29,瑞华,张吉范,2,1,6.8543545,4.3307333,0.08016878,0.40235,0,1,3,0,0,12,0,0,0,0,0,1,1,0.033259,1.62993,1.59377,0.354783,0.15030042,0.0010808,23.399203,-0.05173018,0,2,0.04086856,1,0,0,6.1612073,3.6375862
601168,2017,B09,安永华明,王馥霞,2,1,7.0859015,4.5217886,0.07698745,0.4285,1,0,9,1,1,5,1,0,1,1,0,1,1,0.007827,1.6528,0.60506,0.601986,0.06011967,0.01076738,24.198231,-0.01435605,0,10,0.04432374,1,1,1,6.3927543,3.8286414
601168,2018,B09,安永华明,王馥霞,2,0,7.5283318,5.0998664,0.08817204,0.427,1,0,10,1,1,6,1,0,1,1,0,1,1,-0.045907,2.84889,0.429073,0.711489,0.10797347,0.00702965,24.399855,0.04877047,1,11,0.0148162,1,1,1,6.8351846,4.4067192
601177,2017,C34,天健,林国雄,2,1,6.786717,5.0689042,0.16119403,0.74878139,0,1,8,1,0,18,0,1,0,1,0,0,1,0.007352,1.05786,0.580208,0.541837,0.34006193,0.0016623,22.05614,0.07463296,0,7,0.05001583,1,1,0,6.0935698,4.375757
